iter	RMSE
154	0.4248784995
155	0.4240245661
156	0.423456079
157	0.4227115355
158	0.4223656901
159	0.4218931483
160	0.4212175194
161	0.4207211536
162	0.4203792516
163	0.4197416653
164	0.4192533367
165	0.418824382
166	0.418304441
167	0.4177348562
168	0.4173801775
169	0.4171554397
170	0.4167357323
171	0.4161571273
172	0.4155689034
173	0.4151687262
174	0.414729708
175	0.414402459
176	0.4137367929
177	0.413478216
178	0.4131843788
179	0.412763339
180	0.4124051728
181	0.4120009251
182	0.4115793935
183	0.4111054889
184	0.4108067184
185	0.410353035
186	0.4101299073
187	0.4098579443
188	0.4093700612
189	0.4090270775
190	0.4086582263
191	0.4084161572
192	0.4081164456
193	0.407760429
194	0.4073909277
195	0.4068364623
196	0.4066168432
197	0.4058187663
198	0.4053937907
199	0.404919711
200	0.4046284442
201	0.4042138164
202	0.4039895895
203	0.4036456986
204	0.4034730598
205	0.4032607524
206	0.4028573912
207	0.4026657668
208	0.4024807026
209	0.4022252818
210	0.4016705568
211	0.401391463
212	0.40119771
213	0.4009740493
214	0.4007576364
215	0.4005799187
216	0.4003354281
217	0.4000279259
218	0.3997615461
219	0.3995405305
220	0.3993054652
221	0.398836836
222	0.3984016748
223	0.3978305999
224	0.397527409
225	0.3972548705
226	0.3970289836
227	0.3966617431
228	0.3962834044
229	0.3960813587
230	0.3959408523
231	0.3955005587
232	0.3951619734
233	0.3946582279
234	0.3943624474
235	0.3937282154
236	0.3932235296
237	0.3929123902
238	0.3927691069
239	0.3924201362
240	0.3921933664
241	0.391974238
242	0.3916745358
243	0.3913901784
244	0.391077945
245	0.390860119
246	0.3905871906
247	0.3903526791
248	0.3899995655
249	0.3897372044
250	0.389427307
251	0.3891408828
252	0.3889294983
253	0.3887074699
254	0.3882859762
255	0.3878867538
256	0.3877442773
257	0.3874540677
258	0.3871912788
259	0.3869609552
260	0.3867022952
261	0.3865390723
262	0.3860609174
263	0.3857614724
264	0.3853706527
265	0.3850664972
266	0.3847788038
267	0.3845094931
268	0.3840591357
269	0.3836882061
270	0.3833445216
271	0.3831986661
272	0.3829856496
273	0.3827881277
274	0.3825792813
275	0.3823625398
276	0.3817958748
277	0.3814797754
278	0.3812196758
279	0.3808756438
280	0.3806319355
281	0.3804252538
282	0.3801225688
283	0.379979988
284	0.3798637605
285	0.3796419388
286	0.3792884637
287	0.3788839656
288	0.3784816703
289	0.3783248283
290	0.3780142769
291	0.3776571978
292	0.3775317188
293	0.3773880444
294	0.3770588723
295	0.376873277
296	0.3767366686
297	0.3764613669
298	0.3761836868
299	0.3759638848
300	0.375762723
301	0.3755756996
302	0.3754011521
303	0.3751275114
304	0.3748372149
305	0.3747050863
306	0.3745855764
307	0.3743318906
308	0.3741227986
309	0.3738340723
310	0.3737154635
311	0.3736023916
312	0.3733888429
313	0.3732712901
314	0.3729233062
315	0.3726564578
316	0.3723166075
317	0.3718379524
318	0.3716084982
319	0.3713469834
320	0.3711735536
321	0.3709432695
322	0.3707731762
323	0.370539857
324	0.3703276264
325	0.3702332022
326	0.3699863586
327	0.3697259778
328	0.3693741935
329	0.3690843455
330	0.3689146331
331	0.3687259735
332	0.3685789467
333	0.3684314915
334	0.3682428515
335	0.3680029833
336	0.3679065708
337	0.3677119635
338	0.3675511083
339	0.3671579664
340	0.3669470234
341	0.3667321
342	0.3665030667
343	0.3664299445
344	0.366063347
345	0.3657680237
346	0.3656482901
347	0.3655111051
348	0.3651838935
349	0.3649936116
350	0.3647707699
351	0.364536215
352	0.3643457305
353	0.3641784069
354	0.3639155848
355	0.363708885
356	0.3633627073
357	0.3631813483
358	0.3630094869
359	0.3627659832
360	0.3625781646
361	0.3624852564
362	0.3621824859
363	0.3619348178
364	0.361750938
365	0.3614608411
366	0.3612487847
367	0.3610494047
368	0.3608553416
369	0.3606496784
370	0.360388932
371	0.3601759571
372	0.3599165151
373	0.3597164107
374	0.3594717278
375	0.3592608333
376	0.3590188097
377	0.3587507187
378	0.3584022955
379	0.3582318114
380	0.3580392976
381	0.3577860358
382	0.3576058567
383	0.3574181323
384	0.3572088781
385	0.356986961
386	0.3568360634
387	0.3565721325
388	0.356221133
389	0.3558702013
390	0.3556731298
391	0.355510569
392	0.3553599879
393	0.3552027916
394	0.3550317827
395	0.3549518706
396	0.3546650517
397	0.3545004287
398	0.3541791216
399	0.3540259388
400	0.3538739788
401	0.3537030245
402	0.3534657854
403	0.353269597
404	0.353102899
405	0.3529108101
406	0.3526676109
407	0.3524746895
408	0.3521765779
409	0.3520209248
410	0.3516973215
411	0.3515345944
412	0.3513548638
413	0.350984578
414	0.3508246378
415	0.3506749085
416	0.3505364956
417	0.3503836528
418	0.3501403919
419	0.3499521258
420	0.3497196848
421	0.3495008231
422	0.3493526051
423	0.3491980962
424	0.3490809255
425	0.3489159398
426	0.348684125
427	0.3484928306
428	0.34824756
429	0.3481068635
430	0.3478805332
431	0.3476509821
432	0.3475118878
433	0.347262213
434	0.3469133003
435	0.3467380936
436	0.3466085316
437	0.3464403582
438	0.3462736205
439	0.3461517252
440	0.345949941
441	0.3458172489
442	0.3456455749
443	0.3454475422
444	0.3452913894
445	0.3451216689
446	0.3449672464
447	0.3446374977
448	0.3444780691
449	0.3442424705
450	0.344082962
451	0.3439591274
452	0.343846421
453	0.3435407287
454	0.3434320133
455	0.3432019616
456	0.3429317588
457	0.3427447683
458	0.3426077292
459	0.3424730426
460	0.342247254
461	0.3420447867
462	0.3418591637
463	0.3417536158
464	0.3415511277
465	0.3413220729
466	0.3411430259
467	0.3409250322
468	0.3406129725
469	0.3404350601
470	0.3401837217
471	0.3400775577
472	0.3398766462
473	0.339701777
474	0.3395907347
475	0.3395275356
476	0.3394304435
477	0.339266311
478	0.3391821819
479	0.3388844156
480	0.3387277405
481	0.3385373062
482	0.3383234541
483	0.3380406521
484	0.3378921076
485	0.3376704639
486	0.3374949969
487	0.3373790025
488	0.3372428743
489	0.3371021005
490	0.3367390907
491	0.3365972869
492	0.3363602759
493	0.3362377802
494	0.3361369979
495	0.3359432062
496	0.33572913
497	0.335597935
498	0.3353966539
499	0.3352453538
500	0.3350074587
501	0.3345551925
502	0.3344205652
503	0.3341557903
504	0.3340333004
505	0.3338463895
506	0.3337174838
507	0.3335383689
508	0.3334731314
509	0.333343863
510	0.3331550755
511	0.3330596508
512	0.3329418725
513	0.332793514
514	0.3326405477
515	0.3325278786
516	0.3324195616
517	0.3322987708
518	0.3321631182
519	0.3317030073
520	0.3315690305
521	0.3313403954
522	0.3311463868
523	0.3309505177
524	0.3308477703
525	0.3306984758
526	0.3305593387
527	0.3303809354
528	0.3303349235
529	0.3299652262
530	0.3297517555
531	0.3296394762
532	0.3295170689
533	0.3293311484
534	0.3291414866
535	0.328975043
536	0.3287075627
537	0.3285964765
538	0.3283826897
539	0.3283323215
540	0.328154893
541	0.3280528513
542	0.3278844288
543	0.3276632086
544	0.3275290585
545	0.3270998864
546	0.3270038818
547	0.3269233751
548	0.3268290311
549	0.326723751
550	0.3265994814
551	0.3264994977
552	0.3263486195
553	0.3262431077
554	0.3260743003
555	0.3256824917
556	0.3255565356
557	0.3254474031
558	0.3252505339
559	0.325181848
560	0.3250246059
561	0.3246840696
562	0.3244464189
563	0.3242480739
564	0.3241629447
565	0.3239940191
566	0.3238797372
567	0.323776232
568	0.3235473336
569	0.323391782
570	0.3232423551
571	0.3230808177
572	0.3229747808
573	0.3228277116
574	0.3227147063
575	0.3225321925
576	0.3224334146
577	0.3221062996
578	0.3218726163
579	0.3215925214
580	0.3214350261
581	0.3212639134
582	0.3211139788
583	0.3209920116
584	0.3208724745
585	0.3207333785
586	0.3205035428
587	0.3204229012
588	0.3203025412
589	0.3201488742
590	0.3200715592
591	0.3198543277
592	0.3197607726
593	0.3196497899
594	0.319525681
595	0.31933371
596	0.3191928352
597	0.3191237123
598	0.3189394884
599	0.3187246398
600	0.3186272471
601	0.3184526259
602	0.3183844899
603	0.3182933827
604	0.318249518
605	0.3181516794
606	0.3177510002
607	0.3175339646
608	0.3174667502
609	0.3172814633
610	0.3171688264
611	0.3170601001
612	0.3168688346
613	0.3167515634
614	0.3166584493
615	0.3162738639
616	0.316081422
617	0.3160253171
618	0.3159770619
619	0.3158683085
620	0.3156525991
621	0.3153968997
622	0.3151925693
623	0.3150188112
624	0.3148852997
625	0.314757424
626	0.3146676796
627	0.3144711402
628	0.3143855933
629	0.3142260361
630	0.3141999051
631	0.3141162744
632	0.3139857464
633	0.3138469092
634	0.3137711699
635	0.3135426702
636	0.3134377694
637	0.3133336709
638	0.3132457282
639	0.3130586172
640	0.3128642627
641	0.3127124929
642	0.3126229729
643	0.3124886963
644	0.312401978
645	0.312289142
646	0.312261545
647	0.3121121922
648	0.311968065
649	0.3118886043
650	0.3118305042
651	0.3116849179
652	0.3115993151
653	0.3114837875
654	0.3114014078
655	0.3110697625
656	0.3108759432
657	0.3108294475
658	0.3107816763
659	0.3106420705
660	0.31052762
661	0.3104800948
662	0.3101259168
663	0.3099980713
664	0.3099226368
665	0.3097344352
666	0.3095477433
667	0.309421546
668	0.3093362496
669	0.3092369376
670	0.3091538195
671	0.3089773734
672	0.3089049342
673	0.3088230438
674	0.3087086929
675	0.3085935216
676	0.3084388716
677	0.308279352
678	0.3079705222
679	0.3078769798
680	0.3077301315
681	0.3073933007
682	0.3071522159
683	0.3069100542
684	0.3067132144
685	0.3066421713
686	0.3065448494
687	0.3063180792
688	0.3062532878
689	0.3061397171
690	0.306021548
691	0.3058177695
692	0.3057695625
693	0.3056411623
694	0.3054758731
695	0.3053416099
696	0.3052501851
697	0.3049327385
698	0.304805232
699	0.3046363908
700	0.3045401441
701	0.3044625067
702	0.3042947008
703	0.3042056171
704	0.3041724291
705	0.3041289222
706	0.3039921383
707	0.3038188262
708	0.3037275727
709	0.3035046154
710	0.3034329975
711	0.3032659416
712	0.3030800808
713	0.3029852081
714	0.3027172979
715	0.3026108947
716	0.3025089776
717	0.3023924092
718	0.3022906775
719	0.3021497
720	0.3019891814
721	0.301890645
722	0.30181265
723	0.3016681728
724	0.3015492928
725	0.301482574
726	0.3013825835
727	0.3012979456
728	0.3011564662
729	0.3010792863
730	0.3010026405
731	0.3008035769
732	0.3006078573
733	0.3005261549
734	0.3003229971
735	0.300222408
736	0.3001588663
737	0.3001003124
738	0.3000436089
739	0.3000017329
740	0.2999072344
741	0.2997517254
742	0.2996236604
743	0.299336525
744	0.2992585512
745	0.2991773944
746	0.2990576511
747	0.2989539493
748	0.2988119431
749	0.2986285893
750	0.2985856613
751	0.2984880958
752	0.2983091263
753	0.2982600017
754	0.2981076734
755	0.2979667814
756	0.2978778647
757	0.2977202228
758	0.2976053676
759	0.2975120502
760	0.2973783591
761	0.2973011469
762	0.297207203
763	0.2970660087
764	0.2970310991
765	0.2970004303
766	0.2969429984
767	0.2968612351
768	0.2967711995
769	0.2966695979
770	0.2965931856
771	0.2965509785
772	0.2964846666
773	0.2962123514
774	0.2959073544
775	0.2955640236
776	0.2954189608
777	0.2952718041
778	0.295126964
779	0.2950155347
780	0.2949393482
781	0.2947827482
782	0.2946614584
783	0.2945708563
784	0.2944665028
785	0.2943617015
786	0.2942376609
787	0.2940835317
788	0.2940374527
789	0.2939044373
790	0.2937193353
791	0.2935721512
792	0.2935155867
793	0.293448905
794	0.2933034608
795	0.2931976446
796	0.2931332202
797	0.293095916
798	0.2930244452
799	0.2929557102
800	0.2928723204
801	0.2927159309
802	0.2926773521
803	0.2926172352
804	0.2925470769
805	0.2923868137
806	0.2922640461
807	0.2922363011
808	0.2919882895
809	0.2918384543
810	0.2917505339
811	0.2916451927
812	0.2915937017
813	0.2914580965
814	0.2913571068
815	0.2912517944
816	0.2911565751
817	0.2910878641
818	0.2910319513
819	0.2908742177
820	0.290808955
821	0.2905673626
822	0.2904406566
823	0.2904231482
824	0.2901569748
825	0.2900222434
826	0.2898498249
827	0.2897861671
828	0.289760155
829	0.2896733356
830	0.2896228258
831	0.2895538996
832	0.2894311217
833	0.2893226681
834	0.2892384371
835	0.2891080626
836	0.288991378
837	0.2888421692
838	0.2885940035
839	0.2884800832
840	0.2883990729
841	0.2883230921
842	0.2880353082
843	0.2879417072
844	0.2878649345
845	0.2878347964
846	0.2877722915
847	0.2876529916
848	0.2874817632
849	0.2873518496
850	0.2872013067
851	0.2871074371
852	0.2868855849
853	0.2868253352
854	0.286722665
855	0.2866633803
856	0.2865317612
857	0.2864101935
858	0.2862131056
859	0.2861770656
860	0.2861002449
861	0.2859690342
862	0.2858672703
863	0.2856536241
864	0.2855576744
865	0.2854632104
866	0.2854384239
867	0.2854065707
868	0.2852531519
869	0.2850885654
870	0.2850244973
871	0.2846828063
872	0.2845218814
873	0.2844453553
874	0.2842926246
875	0.2842325711
876	0.2839044329
877	0.2837489965
878	0.2836274554
879	0.2835441372
880	0.2834690205
881	0.2833667106
882	0.2832545668
883	0.283174206
884	0.2831022654
885	0.2828814387
886	0.2828218686
887	0.2827793135
888	0.28275093
889	0.2826660109
890	0.2825793979
891	0.2823058265
892	0.2822239234
893	0.2819380954
894	0.2818335251
895	0.2816998296
896	0.2816432159
897	0.281564178
898	0.2814072706
899	0.2812477406
900	0.2811286085
901	0.2810411896
902	0.2808196191
903	0.2807326076
904	0.2806606257
905	0.2805452745
906	0.2803467746
907	0.2801451614
908	0.2800912449
909	0.2799750045
910	0.2799170715
911	0.2798740412
912	0.2797115181
913	0.2796405482
914	0.2793915876
915	0.2792913761
916	0.2790697098
917	0.2789483746
918	0.2788748067
919	0.2787675149
920	0.2786906459
921	0.2785707854
922	0.2784618772
923	0.2783357498
924	0.2782814266
925	0.278201614
926	0.2780315505
927	0.2779918179
928	0.2778365494
929	0.2775949485
930	0.2775466491
931	0.2774636516
932	0.2773950481
933	0.2773239047
934	0.2771528841
935	0.2771013374
936	0.2769483574
937	0.2769181038
938	0.2767772102
939	0.2767078994
940	0.2766561169
941	0.276604614
942	0.2765288364
943	0.2764797999
944	0.276426269
945	0.2762780545
946	0.2762115208
947	0.2761641543
948	0.2760656423
949	0.2759551958
950	0.2758715363
951	0.2757195251
952	0.2756621821
953	0.2756124989
954	0.2755189999
955	0.2755082783
956	0.2754420435
957	0.2753108613
958	0.2751661728
959	0.2751047393
960	0.2750757024
961	0.2749652978
962	0.2748014718
963	0.2747161685
964	0.2746203162
965	0.2745770726
966	0.2745034439
967	0.274287031
968	0.2741818252
969	0.2740691242
970	0.2739752809
971	0.2739207493
972	0.2738553724
973	0.2736693188
974	0.2735359664
975	0.2734940421
976	0.2734639176
977	0.2733793019
978	0.2732643135
979	0.2732013665
980	0.2731157697
981	0.2730183181
982	0.272906504
983	0.2728601624
984	0.2726261541
985	0.2725598044
986	0.2724625694
987	0.2723533317
988	0.272303616
989	0.2722173459
990	0.2721345475
991	0.2720032094
992	0.2719182753
993	0.2718559441
994	0.2717538676
995	0.2717229248
996	0.2716941325
997	0.2716449657
998	0.2715325008
999	0.2714209081
